agent	agent	13483	3	w	agent_list_4 - Blad1
agency	agency	72	3	w	agent_list_4 - Blad1
autonomous	autonomous	970	3	w	agent_list_4 - Blad1
up to	up to	166	3	w	agent_list_4 - Blad1
autonomy	autonomy	259	3	w	agent_list_4 - Blad1
autonomously	autonomously	225	3	w	agent_list_4 - Blad1
semi-autonomous	semi-autonomous	2	1	w	agent_list_4 - Blad1
(semi-)autonomous	(semi-)autonomous	1	1	w	agent_list_4 - Blad1
semi-autonomy	semi-autonomy	1	1	w	agent_list_4 - Blad1
full-autonomy	full-autonomy	2	3	w	agent_list_4 - Blad1
autonomata	autonomata	1	3	w	agent_list_4 - Blad1
self-autonomous	self-autonomous	4	3	w	agent_list_4 - Blad1
task environment	task environment	11	2	w	agent_list_4 - Blad1
physical world	physical world	68	2	w	agent_list_4 - Blad1
simulators	simulators	89	1	w	agent_list_4 - Blad1
simulate	simulate	203	1	w	agent_list_4 - Blad1
simulating	simulating	119	1	w	agent_list_4 - Blad1
simulates	simulates	37	1	w	agent_list_4 - Blad1
simulation	simulation	957	1	w	agent_list_4 - Blad1
simulations	simulations	331	1	w	agent_list_4 - Blad1
simulator	simulator	221	1	w	agent_list_4 - Blad1
simulated	simulated	382	1	w	agent_list_4 - Blad1
simulation-based	simulation-based	25	2	w	agent_list_4 - Blad1
simulacra	simulacra	7	1	w	agent_list_4 - Blad1
simula	simula	2	1	w	agent_list_4 - Blad1
simulatable	simulatable	1	1	w	agent_list_4 - Blad1
self-simulated	self-simulated	1	3	w	agent_list_4 - Blad1
microsimulation	microsimulation	3	1	w	agent_list_4 - Blad1
dynamics	dynamics	842	1	w	agent_list_4 - Blad1
dynamic	dynamic	715	1	w	agent_list_4 - Blad1
dynamically	dynamically	221	1	w	agent_list_4 - Blad1
dynamical	dynamical	48	1	w	agent_list_4 - Blad1
dynamicaly	dynamicaly	1	1	w	agent_list_4 - Blad1
dynamics-based	dynamics-based	1	1	w	agent_list_4 - Blad1
influences operator	influences operator	1	1	w	agent_list_4 - Blad1
influence behavior	influence behavior	1	2	w	agent_list_4 - Blad1
influences policy-gradient	influences policy-gradient	1	1	w	agent_list_4 - Blad1
influence memory	influence memory	1	2	w	agent_list_4 - Blad1
influencing factors	influencing factors	1	2	w	agent_list_4 - Blad1
influences performance	influences performance	1	2	w	agent_list_4 - Blad1
influences actions	influences actions	2	2	w	agent_list_4 - Blad1
influence processing	influence processing	1	1	w	agent_list_4 - Blad1
influences converge	influences converge	1	1	w	agent_list_4 - Blad1
influencing action	influencing action	1	2	w	agent_list_4 - Blad1
influence-aware memory	influence-aware memory	4	1	w	agent_list_4 - Blad1
influenced movement	influenced movement	1	2	w	agent_list_4 - Blad1
influence factors	influence factors	1	2	w	agent_list_4 - Blad1
interact	interact	480	1	w	agent_list_4 - Blad1
action	action	4886	3	w	agent_list_4 - Blad1
actions	actions	3697	3	w	agent_list_4 - Blad1
active	active	283	1	w	agent_list_4 - Blad1
interactions	interactions	928	1	w	agent_list_4 - Blad1
interaction	interaction	1178	1	w	agent_list_4 - Blad1
interacting	interacting	231	1	w	agent_list_4 - Blad1
actor	actor	298	3	w	agent_list_4 - Blad1
acts	acts	145	3	w	agent_list_4 - Blad1
act	act	293	3	w	agent_list_4 - Blad1
actuated	actuated	6	1	w	agent_list_4 - Blad1
interacts	interacts	122	1	w	agent_list_4 - Blad1
actuators	actuators	86	2	w	agent_list_4 - Blad1
acting	acting	157	3	w	agent_list_4 - Blad1
actuation	actuation	14	1	w	agent_list_4 - Blad1
interacted	interacted	24	1	w	agent_list_4 - Blad1
action-specific	action-specific	1	1	w	agent_list_4 - Blad1
actively	actively	89	1	w	agent_list_4 - Blad1
activating	activating	24	1	w	agent_list_4 - Blad1
activated	activated	75	1	w	agent_list_4 - Blad1
activations	activations	43	1	w	agent_list_4 - Blad1
activity	activity	208	1	w	agent_list_4 - Blad1
interactive	interactive	387	1	w	agent_list_4 - Blad1
acted	acted	7	3	w	agent_list_4 - Blad1
counterfactual	counterfactual	14	1	w	agent_list_4 - Blad1
reactively	reactively	1	1	w	agent_list_4 - Blad1
reactive	reactive	77	1	w	agent_list_4 - Blad1
reactivity	reactivity	10	1	w	agent_list_4 - Blad1
activities	activities	159	1	w	agent_list_4 - Blad1
[int]eractive	[int]eractive	1	1	w	agent_list_4 - Blad1
activate	activate	50	1	w	agent_list_4 - Blad1
react	react	251	1	w	agent_list_4 - Blad1
actors	actors	80	3	w	agent_list_4 - Blad1
activates	activates	25	1	w	agent_list_4 - Blad1
enact	enact	9	1	w	agent_list_4 - Blad1
reaction	reaction	38	1	w	agent_list_4 - Blad1
action-space	action-space	4	3	w	agent_list_4 - Blad1
reactiveness	reactiveness	4	1	w	agent_list_4 - Blad1
reacts	reacts	9	1	w	agent_list_4 - Blad1
actualize	actualize	4	1	w	agent_list_4 - Blad1
active-prompt	active-prompt	2	1	w	agent_list_4 - Blad1
actionable	actionable	48	1	w	agent_list_4 - Blad1
actuator	actuator	63	2	w	agent_list_4 - Blad1
subaction	subaction	1	1	w	agent_list_4 - Blad1
reactions	reactions	56	1	w	agent_list_4 - Blad1
interactively	interactively	14	1	w	agent_list_4 - Blad1
counterfactuals	counterfactuals	4	1	w	agent_list_4 - Blad1
action-spaces	action-spaces	1	3	w	agent_list_4 - Blad1
action-sequences	action-sequences	1	1	w	agent_list_4 - Blad1
self-activating	self-activating	9	3	w	agent_list_4 - Blad1
self-activation	self-activation	2	3	w	agent_list_4 - Blad1
actuator-driven	actuator-driven	1	2	w	agent_list_4 - Blad1
counter-factual	counter-factual	6	1	w	agent_list_4 - Blad1
autoact	autoact	7	2	w	agent_list_4 - Blad1
action-set	action-set	2	1	w	agent_list_4 - Blad1
interactants	interactants	1	1	w	agent_list_4 - Blad1
action-clip	action-clip	3	1	w	agent_list_4 - Blad1
action-clips	action-clips	4	1	w	agent_list_4 - Blad1
chain-of-action	chain-of-action	8	1	w	agent_list_4 - Blad1
action-plannings	action-plannings	1	1	w	agent_list_4 - Blad1
do	do	1030	3	w	agent_list_4 - Blad1
purposive	purposive	19	3	w	agent_list_4 - Blad1
purposeful	purposeful	5	3	w	agent_list_4 - Blad1
purposefulness	purposefulness	3	3	w	agent_list_4 - Blad1
purposefully	purposefully	3	3	w	agent_list_4 - Blad1
purpose-driven	purpose-driven	1	3	w	agent_list_4 - Blad1
purpose	purpose	163	3	w	agent_list_4 - Blad1
goal	goal	2121	3	w	agent_list_4 - Blad1
task	task	5168	2	w	agent_list_4 - Blad1
policy	policy	4154	2	w	agent_list_4 - Blad1
utility	utility	475	2	w	agent_list_4 - Blad1
utility function	utility function	214	2	w	agent_list_4 - Blad1
history	history	572	3	w	agent_list_4 - Blad1
memory	memory	4583	3	w	agent_list_4 - Blad1
memory-based	memory-based	60	3	w	agent_list_4 - Blad1
memorization	memorization	16	1	w	agent_list_4 - Blad1
memorisation	memorisation	3	1	w	agent_list_4 - Blad1
memories	memories	453	1	w	agent_list_4 - Blad1
memorized	memorized	12	1	w	agent_list_4 - Blad1
memory-augmented	memory-augmented	32	1	w	agent_list_4 - Blad1
memorize	memorize	30	1	w	agent_list_4 - Blad1
memorizing	memorizing	12	1	w	agent_list_4 - Blad1
memorises	memorises	1	1	w	agent_list_4 - Blad1
long-short-term-memory	long-short-term-memory	1	1	w	agent_list_4 - Blad1
memory-driven	memory-driven	1	3	w	agent_list_4 - Blad1
processing-in-memory	processing-in-memory	9	1	w	agent_list_4 - Blad1
memory-module	memory-module	2	1	w	agent_list_4 - Blad1
episodic-memory	episodic-memory	2	1	w	agent_list_4 - Blad1
memory-embedding	memory-embedding	1	1	w	agent_list_4 - Blad1
memory-transfer	memory-transfer	1	1	w	agent_list_4 - Blad1
memory-guided	memory-guided	4	1	w	agent_list_4 - Blad1
memory-dependent	memory-dependent	1	1	w	agent_list_4 - Blad1
learning-to-memorize	learning-to-memorize	1	1	w	agent_list_4 - Blad1
memory-like	memory-like	1	1	w	agent_list_4 - Blad1
self-memory	self-memory	1	3	w	agent_list_4 - Blad1
memorizes	memorizes	3	1	w	agent_list_4 - Blad1
place-memory	place-memory	1	1	w	agent_list_4 - Blad1
memorizer	memorizer	4	1	w	agent_list_4 - Blad1
implanted-memory	implanted-memory	1	1	w	agent_list_4 - Blad1
memory-creator	memory-creator	1	1	w	agent_list_4 - Blad1
short-term-memory	short-term-memory	1	1	w	agent_list_4 - Blad1
memory-augmentation	memory-augmentation	1	1	w	agent_list_4 - Blad1
memory-incorporated	memory-incorporated	1	1	w	agent_list_4 - Blad1
memory-equipped	memory-equipped	1	1	w	agent_list_4 - Blad1
subject	subject	114	2	w	agent_list_4 - Blad1
individual agent	individual agent	23	3	w	agent_list_4 - Blad1
adaptation	adaptation	397	3	w	agent_list_4 - Blad1
adaptive	adaptive	350	3	w	agent_list_4 - Blad1
adapting	adapting	127	3	w	agent_list_4 - Blad1
adaptability	adaptability	190	1	w	agent_list_4 - Blad1
adapted	adapted	85	1	w	agent_list_4 - Blad1
adapt	adapt	467	1	w	agent_list_4 - Blad1
adaptivity	adaptivity	7	1	w	agent_list_4 - Blad1
adaptively	adaptively	64	1	w	agent_list_4 - Blad1
adapts	adapts	44	1	w	agent_list_4 - Blad1
self-adaptive	self-adaptive	4	3	w	agent_list_4 - Blad1
adaption	adaption	11	3	w	agent_list_4 - Blad1
adaptions	adaptions	2	1	w	agent_list_4 - Blad1
adaptable	adaptable	56	1	w	agent_list_4 - Blad1
self-adaptation	self-adaptation	6	3	w	agent_list_4 - Blad1
selfadaptation	selfadaptation	1	3	w	agent_list_4 - Blad1
self-adaption	self-adaption	1	3	w	agent_list_4 - Blad1
co-adaptation	co-adaptation	4	1	w	agent_list_4 - Blad1
co-adapting	co-adapting	2	1	w	agent_list_4 - Blad1
context-adaptive	context-adaptive	1	1	w	agent_list_4 - Blad1
adaptations	adaptations	10	1	w	agent_list_4 - Blad1
self-adapting	self-adapting	1	3	w	agent_list_4 - Blad1
self-adapt	self-adapt	1	3	w	agent_list_4 - Blad1
change	change	824	1	w	agent_list_4 - Blad1
influence	influence	245	2	w	agent_list_4 - Blad1
alter	alter	39	1	w	agent_list_4 - Blad1
flexible	flexible	158	3	w	agent_list_4 - Blad1
repertoire	repertoire	35	3	w	agent_list_4 - Blad1
behavior	behavior	1591	3	w	agent_list_4 - Blad1
function	function	2831	3	w	agent_list_4 - Blad1
ability	ability	1172	1	w	agent_list_4 - Blad1
new goal	new goal	9	3	w	agent_list_4 - Blad1
module	module	1539	3	w	agent_list_4 - Blad1
modules	modules	747	3	w	agent_list_4 - Blad1
module(s)	module(s)	1	1	w	agent_list_4 - Blad1
submodule	submodule	15	2	w	agent_list_4 - Blad1
sub-module	sub-module	3	2	w	agent_list_4 - Blad1
submodules	submodules	9	2	w	agent_list_4 - Blad1
sub-modules	sub-modules	7	2	w	agent_list_4 - Blad1
multimodule	multimodule	1	2	w	agent_list_4 - Blad1
modulation	modulation	29	1	w	agent_list_4 - Blad1
modular	modular	207	1	w	agent_list_4 - Blad1
modulating	modulating	34	1	w	agent_list_4 - Blad1
self-modulated	self-modulated	2	3	w	agent_list_4 - Blad1
modulatory	modulatory	13	1	w	agent_list_4 - Blad1
complex agent system	complex agent system	1	3	w	agent_list_4 - Blad1
agent system	agent system	43	3	w	agent_list_4 - Blad1
embodied	embodied	859	3	w	agent_list_4 - Blad1
embodied agent	embodied agent	93	3	w	agent_list_4 - Blad1
embodied agents	embodied agents	182	3	w	agent_list_4 - Blad1
individual	individual	540	2	w	agent_list_4 - Blad1
individual intelligence	individual intelligence	3	2	w	agent_list_4 - Blad1
learning	learning	7398	1	w	agent_list_4 - Blad1
learn	learn	1774	1	w	agent_list_4 - Blad1
learned	learned	923	1	w	agent_list_4 - Blad1
learns	learns	479	1	w	agent_list_4 - Blad1
meta-learn	meta-learn	9	1	w	agent_list_4 - Blad1
learnt	learnt	69	1	w	agent_list_4 - Blad1
learnable	learnable	75	1	w	agent_list_4 - Blad1
transfer-learning	transfer-learning	3	1	w	agent_list_4 - Blad1
learning-from-experience	learning-from-experience	1	1	w	agent_list_4 - Blad1
self-learning	self-learning	27	3	w	agent_list_4 - Blad1
exploration-learning	exploration-learning	1	3	w	agent_list_4 - Blad1
action-learning	action-learning	1	3	w	agent_list_4 - Blad1
self-learn	self-learn	1	3	w	agent_list_4 - Blad1
deep-learning	deep-learning	2	1	w	agent_list_4 - Blad1
skill-learning	skill-learning	1	3	w	agent_list_4 - Blad1
self-learnable	self-learnable	1	3	w	agent_list_4 - Blad1
curriculum-learning	curriculum-learning	1	1	w	agent_list_4 - Blad1
policy-learning	policy-learning	1	1	w	agent_list_4 - Blad1
open-learning	open-learning	1	3	w	agent_list_4 - Blad1
previously-learned	previously-learned	2	2	w	agent_list_4 - Blad1
single-agent	single-agent	104	3	w	agent_list_4 - Blad1
prior knowledge	prior knowledge	142	2	w	agent_list_4 - Blad1
flexibility	flexibility	154	1	w	agent_list_4 - Blad1
flexibly	flexibly	33	1	w	agent_list_4 - Blad1
flexibilty	flexibilty	1	1	w	agent_list_4 - Blad1
planning	planning	2326	2	w	agent_list_4 - Blad1
planner	planner	539	2	w	agent_list_4 - Blad1
plans	plans	650	2	w	agent_list_4 - Blad1
plan	plan	1089	2	w	agent_list_4 - Blad1
self-explanation	self-explanation	3	3	w	agent_list_4 - Blad1
planners	planners	106	1	w	agent_list_4 - Blad1
plan-generating	plan-generating	1	1	w	agent_list_4 - Blad1
planned	planned	41	1	w	agent_list_4 - Blad1
sub-plans	sub-plans	3	1	w	agent_list_4 - Blad1
planning-based	planning-based	15	1	w	agent_list_4 - Blad1
planning-adaptive	planning-adaptive	9	3	w	agent_list_4 - Blad1
self-planning	self-planning	2	3	w	agent_list_4 - Blad1
implanted-memory	implanted-memory	1	3	w	agent_list_4 - Blad1
reflect	reflect	138	1	w	agent_list_4 - Blad1
self-reflection	self-reflection	41	3	w	agent_list_4 - Blad1
self-reflective	self-reflective	2	3	w	agent_list_4 - Blad1
self-reflects	self-reflects	1	3	w	agent_list_4 - Blad1
selfreflection	selfreflection	1	3	w	agent_list_4 - Blad1
reflective	reflective	27	1	w	agent_list_4 - Blad1
self-reflections	self-reflections	1	3	w	agent_list_4 - Blad1
utilized	utilized	205	1	w	agent_list_4 - Blad1
utilizing	utilizing	230	1	w	agent_list_4 - Blad1
utilize	utilize	341	1	w	agent_list_4 - Blad1
utility	utility	475	3	w	agent_list_4 - Blad1
utilities	utilities	48	1	w	agent_list_4 - Blad1
utilise	utilise	14	1	w	agent_list_4 - Blad1
utilizes	utilizes	182	1	w	agent_list_4 - Blad1
utilising	utilising	9	1	w	agent_list_4 - Blad1
utilization	utilization	106	1	w	agent_list_4 - Blad1
utility-maximization	utility-maximization	1	3	w	agent_list_4 - Blad1
utility-based	utility-based	2	3	w	agent_list_4 - Blad1
utilised	utilised	11	1	w	agent_list_4 - Blad1
utilises	utilises	6	1	w	agent_list_4 - Blad1
utility-maximizing	utility-maximizing	1	3	w	agent_list_4 - Blad1
utility-driven	utility-driven	1	3	w	agent_list_4 - Blad1
dynamics of the environment	dynamics of the environment	21	3	w	agent_list_4 - Blad1
world	world	1495	2	w	agent_list_4 - Blad1
dynamic alignment	dynamic alignment	1	1	w	agent_list_4 - Blad1
reflex	reflex	41	1	w	agent_list_4 - Blad1
reflexive	reflexive	12	1	w	agent_list_4 - Blad1
self-reflexive	self-reflexive	1	2	w	agent_list_4 - Blad1
reflexes	reflexes	35	1	w	agent_list_4 - Blad1
open-ended	open-ended	167	3	w	agent_list_4 - Blad1
local autonomy	local autonomy	2	2	w	agent_list_4 - Blad1
multi-modal knowledge	multi-modal knowledge	3	2	w	agent_list_4 - Blad1
open-ended environment	open-ended environment	7	3	w	agent_list_4 - Blad1
embodied multimodal model	embodied multimodal model	3	3	w	agent_list_4 - Blad1
physical actions	physical actions	11	3	w	agent_list_4 - Blad1
embodied action	embodied action	8	3	w	agent_list_4 - Blad1
embodied actions	embodied actions	7	3	w	agent_list_4 - Blad1
llm-based multi-agent	llm-based multi-agent	23	2	w	agent_list_4 - Blad1
new tasks	new tasks	147	3	w	agent_list_4 - Blad1
autonomous agents	autonomous agents	196	3	w	agent_list_4 - Blad1
sandbox	sandbox	113	3	w	agent_list_4 - Blad1
execution	execution	688	1	w	agent_list_4 - Blad1
execute	execute	281	1	w	agent_list_4 - Blad1
executable	executable	154	1	w	agent_list_4 - Blad1
executed	executed	252	1	w	agent_list_4 - Blad1
executes	executes	95	1	w	agent_list_4 - Blad1
executing	executing	224	1	w	agent_list_4 - Blad1
self-executed	self-executed	1	3	w	agent_list_4 - Blad1
action-execution	action-execution	2	1	w	agent_list_4 - Blad1
long-term	long-term	556	3	w	agent_list_4 - Blad1
adaptive planning	adaptive planning	4	3	w	agent_list_4 - Blad1
factors into	factors into	6	3	w	agent_list_4 - Blad1
influences	influences	45	1	w	agent_list_4 - Blad1
